UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,AIRCRAFT_TYPE,MONTH
WN,Southwest Airlines Co.,11540,ELP,11292,DEN,612,1
WN,Southwest Airlines Co.,11540,ELP,12889,LAS,612,1
WN,Southwest Airlines Co.,11540,ELP,11259,DAL,612,1
WN,Southwest Airlines Co.,11540,ELP,12191,HOU,612,1
WN,Southwest Airlines Co.,11540,ELP,12892,LAX,612,1
WN,Southwest Airlines Co.,11540,ELP,14107,PHX,612,1
WN,Southwest Airlines Co.,11540,ELP,10423,AUS,612,1
WN,Southwest Airlines Co.,13871,OMA,15016,STL,612,1
WN,Southwest Airlines Co.,13871,OMA,15304,TPA,612,1
WN,Southwest Airlines Co.,13871,OMA,11292,DEN,612,1
WN,Southwest Airlines Co.,13871,OMA,12889,LAS,612,1
WN,Southwest Airlines Co.,13871,OMA,12451,JAX,612,1
WN,Southwest Airlines Co.,13871,OMA,11259,DAL,612,1
WN,Southwest Airlines Co.,13871,OMA,12191,HOU,612,1
WN,Southwest Airlines Co.,13871,OMA,10397,ATL,612,1
WN,Southwest Airlines Co.,13871,OMA,14107,PHX,612,1
WN,Southwest Airlines Co.,13871,OMA,13232,MDW,612,1
WN,Southwest Airlines Co.,13871,OMA,13198,MCI,612,1
WN,Southwest Airlines Co.,13871,OMA,11278,DCA,612,1
WN,Southwest Airlines Co.,13871,OMA,13204,MCO,612,1
WN,Southwest Airlines Co.,13244,MEM,15304,TPA,612,1
WN,Southwest Airlines Co.,13244,MEM,11292,DEN,612,1
WN,Southwest Airlines Co.,13244,MEM,10821,BWI,612,1
WN,Southwest Airlines Co.,13244,MEM,11259,DAL,612,1
WN,Southwest Airlines Co.,13244,MEM,12191,HOU,612,1
WN,Southwest Airlines Co.,13244,MEM,10397,ATL,612,1
WN,Southwest Airlines Co.,13244,MEM,14107,PHX,612,1
WN,Southwest Airlines Co.,13244,MEM,13232,MDW,612,1
WN,Southwest Airlines Co.,13244,MEM,13204,MCO,612,1
WN,Southwest Airlines Co.,15304,TPA,11042,CLE,612,1
WN,Southwest Airlines Co.,15304,TPA,11193,CVG,612,1
WN,Southwest Airlines Co.,15304,TPA,10792,BUF,612,1
WN,Southwest Airlines Co.,15304,TPA,13930,ORD,612,1
WN,Southwest Airlines Co.,15304,TPA,15016,STL,612,1
WN,Southwest Airlines Co.,15304,TPA,14683,SAT,612,1
WN,Southwest Airlines Co.,15304,TPA,12266,IAH,612,1
WN,Southwest Airlines Co.,15304,TPA,11066,CMH,612,1
WN,Southwest Airlines Co.,15304,TPA,11292,DEN,612,1
WN,Southwest Airlines Co.,15304,TPA,14869,SLC,612,1
WN,Southwest Airlines Co.,15304,TPA,12889,LAS,612,1
WN,Southwest Airlines Co.,15304,TPA,10821,BWI,612,1
WN,Southwest Airlines Co.,15304,TPA,13342,MKE,612,1
WN,Southwest Airlines Co.,15304,TPA,13244,MEM,612,1
WN,Southwest Airlines Co.,15304,TPA,12339,IND,612,1
WN,Southwest Airlines Co.,15304,TPA,10599,BHM,612,1
WN,Southwest Airlines Co.,15304,TPA,11259,DAL,612,1
WN,Southwest Airlines Co.,15304,TPA,12391,ISP,612,1
WN,Southwest Airlines Co.,15304,TPA,14492,RDU,612,1
WN,Southwest Airlines Co.,15304,TPA,12191,HOU,612,1
WN,Southwest Airlines Co.,15304,TPA,14100,PHL,612,1
WN,Southwest Airlines Co.,15304,TPA,14307,PVD,612,1
WN,Southwest Airlines Co.,15304,TPA,13495,MSY,612,1
WN,Southwest Airlines Co.,15304,TPA,14122,PIT,612,1
WN,Southwest Airlines Co.,15304,TPA,10529,BDL,612,1
WN,Southwest Airlines Co.,15304,TPA,10693,BNA,612,1
WN,Southwest Airlines Co.,15304,TPA,12953,LGA,612,1
WN,Southwest Airlines Co.,15304,TPA,10397,ATL,612,1
WN,Southwest Airlines Co.,15304,TPA,11697,FLL,612,1
WN,Southwest Airlines Co.,15304,TPA,14107,PHX,612,1
WN,Southwest Airlines Co.,15304,TPA,14843,SJU,612,1
WN,Southwest Airlines Co.,15304,TPA,10423,AUS,612,1
WN,Southwest Airlines Co.,15304,TPA,13232,MDW,612,1
WN,Southwest Airlines Co.,15304,TPA,13198,MCI,612,1
WN,Southwest Airlines Co.,15304,TPA,11278,DCA,612,1
WN,Southwest Airlines Co.,15304,TPA,14635,RSW,612,1
WN,Southwest Airlines Co.,15304,TPA,13204,MCO,612,1
WN,Southwest Airlines Co.,15304,TPA,13296,MHT,612,1
WN,Southwest Airlines Co.,15304,TPA,14576,ROC,612,1
WN,Southwest Airlines Co.,15304,TPA,14730,SDF,612,1
WN,Southwest Airlines Co.,15304,TPA,11986,GRR,612,1
WN,Southwest Airlines Co.,15304,TPA,10257,ALB,612,1
WN,Southwest Airlines Co.,11292,DEN,11042,CLE,612,1
WN,Southwest Airlines Co.,11292,DEN,11433,DTW,612,1
WN,Southwest Airlines Co.,11292,DEN,11193,CVG,612,1
WN,Southwest Airlines Co.,11292,DEN,14689,SBA,612,1
WN,Southwest Airlines Co.,11292,DEN,10792,BUF,612,1
WN,Southwest Airlines Co.,11292,DEN,13303,MIA,612,1
WN,Southwest Airlines Co.,11292,DEN,13930,ORD,612,1
WN,Southwest Airlines Co.,11292,DEN,15016,STL,612,1
WN,Southwest Airlines Co.,11292,DEN,11638,FAT,612,1
WN,Southwest Airlines Co.,11292,DEN,12954,LGB,612,1
WN,Southwest Airlines Co.,11292,DEN,10713,BOI,612,1
WN,Southwest Airlines Co.,11292,DEN,13891,ONT,612,1
WN,Southwest Airlines Co.,11292,DEN,14683,SAT,612,1
WN,Southwest Airlines Co.,11292,DEN,14262,PSP,612,1
WN,Southwest Airlines Co.,11292,DEN,14893,SMF,612,1
WN,Southwest Airlines Co.,11292,DEN,12266,IAH,612,1
WN,Southwest Airlines Co.,11292,DEN,11066,CMH,612,1
WN,Southwest Airlines Co.,11292,DEN,11540,ELP,612,1
WN,Southwest Airlines Co.,11292,DEN,13871,OMA,612,1
WN,Southwest Airlines Co.,11292,DEN,15304,TPA,612,1
WN,Southwest Airlines Co.,11292,DEN,14869,SLC,612,1
WN,Southwest Airlines Co.,11292,DEN,12889,LAS,612,1
WN,Southwest Airlines Co.,11292,DEN,13796,OAK,612,1
WN,Southwest Airlines Co.,11292,DEN,14679,SAN,612,1
WN,Southwest Airlines Co.,11292,DEN,12451,JAX,612,1
WN,Southwest Airlines Co.,11292,DEN,10821,BWI,612,1
WN,Southwest Airlines Co.,11292,DEN,11481,ECP,612,1
WN,Southwest Airlines Co.,11292,DEN,13487,MSP,612,1
WN,Southwest Airlines Co.,11292,DEN,11884,GEG,612,1
WN,Southwest Airlines Co.,11292,DEN,14747,SEA,612,1
WN,Southwest Airlines Co.,11292,DEN,14570,RNO,612,1
WN,Southwest Airlines Co.,11292,DEN,14057,PDX,612,1
WN,Southwest Airlines Co.,11292,DEN,13158,MAF,612,1
WN,Southwest Airlines Co.,11292,DEN,13342,MKE,612,1
WN,Southwest Airlines Co.,11292,DEN,10140,ABQ,612,1
WN,Southwest Airlines Co.,11292,DEN,11057,CLT,612,1
WN,Southwest Airlines Co.,11292,DEN,13931,ORF,612,1
WN,Southwest Airlines Co.,11292,DEN,13244,MEM,612,1
WN,Southwest Airlines Co.,11292,DEN,12339,IND,612,1
WN,Southwest Airlines Co.,11292,DEN,10599,BHM,612,1
WN,Southwest Airlines Co.,11292,DEN,11259,DAL,612,1
WN,Southwest Airlines Co.,11292,DEN,14492,RDU,612,1
WN,Southwest Airlines Co.,11292,DEN,12191,HOU,612,1
WN,Southwest Airlines Co.,11292,DEN,14100,PHL,612,1
WN,Southwest Airlines Co.,11292,DEN,13495,MSY,612,1
WN,Southwest Airlines Co.,11292,DEN,14122,PIT,612,1
WN,Southwest Airlines Co.,11292,DEN,12264,IAD,612,1
WN,Southwest Airlines Co.,11292,DEN,10693,BNA,612,1
WN,Southwest Airlines Co.,11292,DEN,12953,LGA,612,1
WN,Southwest Airlines Co.,11292,DEN,15370,TUL,612,1
WN,Southwest Airlines Co.,11292,DEN,10397,ATL,612,1
WN,Southwest Airlines Co.,11292,DEN,12892,LAX,612,1
WN,Southwest Airlines Co.,11292,DEN,14831,SJC,612,1
WN,Southwest Airlines Co.,11292,DEN,11697,FLL,612,1
WN,Southwest Airlines Co.,11292,DEN,10849,BZN,612,1
WN,Southwest Airlines Co.,11292,DEN,10721,BOS,612,1
WN,Southwest Airlines Co.,11292,DEN,14107,PHX,612,1
WN,Southwest Airlines Co.,11292,DEN,10800,BUR,612,1
WN,Southwest Airlines Co.,11292,DEN,14771,SFO,612,1
WN,Southwest Airlines Co.,11292,DEN,10423,AUS,612,1
WN,Southwest Airlines Co.,11292,DEN,13232,MDW,612,1
WN,Southwest Airlines Co.,11292,DEN,14908,SNA,612,1
WN,Southwest Airlines Co.,11292,DEN,14986,SRQ,612,1
WN,Southwest Airlines Co.,11292,DEN,12094,HDN,612,1
WN,Southwest Airlines Co.,11292,DEN,15376,TUS,612,1
WN,Southwest Airlines Co.,11292,DEN,13198,MCI,612,1
WN,Southwest Airlines Co.,11292,DEN,12278,ICT,612,1
WN,Southwest Airlines Co.,11292,DEN,14635,RSW,612,1
WN,Southwest Airlines Co.,11292,DEN,13204,MCO,612,1
WN,Southwest Airlines Co.,11292,DEN,10994,CHS,612,1
WN,Southwest Airlines Co.,11292,DEN,14524,RIC,612,1
WN,Southwest Airlines Co.,11292,DEN,14730,SDF,612,1
WN,Southwest Airlines Co.,11292,DEN,11423,DSM,612,1
WN,Southwest Airlines Co.,11292,DEN,11986,GRR,612,1
WN,Southwest Airlines Co.,11292,DEN,13851,OKC,612,1
WN,Southwest Airlines Co.,11292,DEN,11109,COS,612,1
WN,Southwest Airlines Co.,11292,DEN,12992,LIT,612,1
WN,Southwest Airlines Co.,11292,DEN,13502,MTJ,612,1
WN,Southwest Airlines Co.,14869,SLC,15016,STL,612,1
WN,Southwest Airlines Co.,14869,SLC,10713,BOI,612,1
WN,Southwest Airlines Co.,14869,SLC,14893,SMF,612,1
WN,Southwest Airlines Co.,14869,SLC,11292,DEN,612,1
WN,Southwest Airlines Co.,14869,SLC,12889,LAS,612,1
WN,Southwest Airlines Co.,14869,SLC,13796,OAK,612,1
WN,Southwest Airlines Co.,14869,SLC,14679,SAN,612,1
WN,Southwest Airlines Co.,14869,SLC,10821,BWI,612,1
WN,Southwest Airlines Co.,14869,SLC,11259,DAL,612,1
WN,Southwest Airlines Co.,14869,SLC,12191,HOU,612,1
WN,Southwest Airlines Co.,14869,SLC,10693,BNA,612,1
WN,Southwest Airlines Co.,14869,SLC,12892,LAX,612,1
WN,Southwest Airlines Co.,14869,SLC,14831,SJC,612,1
WN,Southwest Airlines Co.,14869,SLC,14107,PHX,612,1
WN,Southwest Airlines Co.,14869,SLC,10800,BUR,612,1
WN,Southwest Airlines Co.,14869,SLC,10423,AUS,612,1
WN,Southwest Airlines Co.,14869,SLC,13232,MDW,612,1
WN,Southwest Airlines Co.,14869,SLC,14908,SNA,612,1
WN,Southwest Airlines Co.,14869,SLC,13204,MCO,612,1
WN,Southwest Airlines Co.,12889,LAS,11042,CLE,612,1
WN,Southwest Airlines Co.,12889,LAS,14689,SBA,612,1
WN,Southwest Airlines Co.,12889,LAS,10792,BUF,612,1
WN,Southwest Airlines Co.,12889,LAS,13930,ORD,612,1
WN,Southwest Airlines Co.,12889,LAS,15016,STL,612,1
WN,Southwest Airlines Co.,12889,LAS,11638,FAT,612,1
WN,Southwest Airlines Co.,12889,LAS,12954,LGB,612,1
WN,Southwest Airlines Co.,12889,LAS,10713,BOI,612,1
WN,Southwest Airlines Co.,12889,LAS,13891,ONT,612,1
WN,Southwest Airlines Co.,12889,LAS,14683,SAT,612,1
WN,Southwest Airlines Co.,12889,LAS,14262,PSP,612,1
WN,Southwest Airlines Co.,12889,LAS,14893,SMF,612,1
WN,Southwest Airlines Co.,12889,LAS,12266,IAH,612,1
WN,Southwest Airlines Co.,12889,LAS,11066,CMH,612,1
WN,Southwest Airlines Co.,12889,LAS,11540,ELP,612,1
WN,Southwest Airlines Co.,12889,LAS,13871,OMA,612,1
WN,Southwest Airlines Co.,12889,LAS,15304,TPA,612,1
WN,Southwest Airlines Co.,12889,LAS,11292,DEN,612,1
WN,Southwest Airlines Co.,12889,LAS,14869,SLC,612,1
WN,Southwest Airlines Co.,12889,LAS,13796,OAK,612,1
WN,Southwest Airlines Co.,12889,LAS,14679,SAN,612,1
WN,Southwest Airlines Co.,12889,LAS,10821,BWI,612,1
WN,Southwest Airlines Co.,12889,LAS,11884,GEG,612,1
WN,Southwest Airlines Co.,12889,LAS,11603,EUG,612,1
WN,Southwest Airlines Co.,12889,LAS,14747,SEA,612,1
WN,Southwest Airlines Co.,12889,LAS,14570,RNO,612,1
WN,Southwest Airlines Co.,12889,LAS,14057,PDX,612,1
WN,Southwest Airlines Co.,12889,LAS,12896,LBB,612,1
WN,Southwest Airlines Co.,12889,LAS,13158,MAF,612,1
WN,Southwest Airlines Co.,12889,LAS,10279,AMA,612,1
WN,Southwest Airlines Co.,12889,LAS,10666,BLI,612,1
WN,Southwest Airlines Co.,12889,LAS,13342,MKE,612,1
WN,Southwest Airlines Co.,12889,LAS,10140,ABQ,612,1
WN,Southwest Airlines Co.,12889,LAS,12339,IND,612,1
WN,Southwest Airlines Co.,12889,LAS,10599,BHM,612,1
WN,Southwest Airlines Co.,12889,LAS,11259,DAL,612,1
WN,Southwest Airlines Co.,12889,LAS,12191,HOU,612,1
WN,Southwest Airlines Co.,12889,LAS,13495,MSY,612,1
WN,Southwest Airlines Co.,12889,LAS,14122,PIT,612,1
WN,Southwest Airlines Co.,12889,LAS,10693,BNA,612,1
WN,Southwest Airlines Co.,12889,LAS,15370,TUL,612,1
WN,Southwest Airlines Co.,12889,LAS,10397,ATL,612,1
WN,Southwest Airlines Co.,12889,LAS,12892,LAX,612,1
WN,Southwest Airlines Co.,12889,LAS,14831,SJC,612,1
WN,Southwest Airlines Co.,12889,LAS,10849,BZN,612,1
WN,Southwest Airlines Co.,12889,LAS,14107,PHX,612,1
WN,Southwest Airlines Co.,12889,LAS,10800,BUR,612,1
WN,Southwest Airlines Co.,12889,LAS,14771,SFO,612,1
WN,Southwest Airlines Co.,12889,LAS,10423,AUS,612,1
WN,Southwest Airlines Co.,12889,LAS,13232,MDW,612,1
WN,Southwest Airlines Co.,12889,LAS,14908,SNA,612,1
WN,Southwest Airlines Co.,12889,LAS,15376,TUS,612,1
WN,Southwest Airlines Co.,12889,LAS,13198,MCI,612,1
WN,Southwest Airlines Co.,12889,LAS,12278,ICT,612,1
WN,Southwest Airlines Co.,12889,LAS,13204,MCO,612,1
WN,Southwest Airlines Co.,12889,LAS,14730,SDF,612,1
WN,Southwest Airlines Co.,12889,LAS,11423,DSM,612,1
WN,Southwest Airlines Co.,12889,LAS,13851,OKC,612,1
WN,Southwest Airlines Co.,12889,LAS,11109,COS,612,1
WN,Southwest Airlines Co.,12889,LAS,12992,LIT,612,1
WN,Southwest Airlines Co.,13796,OAK,14689,SBA,612,1
WN,Southwest Airlines Co.,13796,OAK,15016,STL,612,1
WN,Southwest Airlines Co.,13796,OAK,12954,LGB,612,1
WN,Southwest Airlines Co.,13796,OAK,10713,BOI,612,1
WN,Southwest Airlines Co.,13796,OAK,13891,ONT,612,1
WN,Southwest Airlines Co.,13796,OAK,14262,PSP,612,1
WN,Southwest Airlines Co.,13796,OAK,11292,DEN,612,1
WN,Southwest Airlines Co.,13796,OAK,14869,SLC,612,1
WN,Southwest Airlines Co.,13796,OAK,12889,LAS,612,1
WN,Southwest Airlines Co.,13796,OAK,14679,SAN,612,1
WN,Southwest Airlines Co.,13796,OAK,11884,GEG,612,1
WN,Southwest Airlines Co.,13796,OAK,11603,EUG,612,1
WN,Southwest Airlines Co.,13796,OAK,14747,SEA,612,1
WN,Southwest Airlines Co.,13796,OAK,14570,RNO,612,1
WN,Southwest Airlines Co.,13796,OAK,14057,PDX,612,1
WN,Southwest Airlines Co.,13796,OAK,10666,BLI,612,1
WN,Southwest Airlines Co.,13796,OAK,10140,ABQ,612,1
WN,Southwest Airlines Co.,13796,OAK,11259,DAL,612,1
WN,Southwest Airlines Co.,13796,OAK,12191,HOU,612,1
WN,Southwest Airlines Co.,13796,OAK,10693,BNA,612,1
WN,Southwest Airlines Co.,13796,OAK,12892,LAX,612,1
WN,Southwest Airlines Co.,13796,OAK,14107,PHX,612,1
WN,Southwest Airlines Co.,13796,OAK,10800,BUR,612,1
WN,Southwest Airlines Co.,13796,OAK,10423,AUS,612,1
WN,Southwest Airlines Co.,13796,OAK,13232,MDW,612,1
WN,Southwest Airlines Co.,13796,OAK,14908,SNA,612,1
WN,Southwest Airlines Co.,13796,OAK,15376,TUS,612,1
WN,Southwest Airlines Co.,13796,OAK,13198,MCI,612,1
WN,Southwest Airlines Co.,14679,SAN,15016,STL,612,1
WN,Southwest Airlines Co.,14679,SAN,12954,LGB,612,1
WN,Southwest Airlines Co.,14679,SAN,10713,BOI,612,1
WN,Southwest Airlines Co.,14679,SAN,14683,SAT,612,1
WN,Southwest Airlines Co.,14679,SAN,14893,SMF,612,1
WN,Southwest Airlines Co.,14679,SAN,11292,DEN,612,1
WN,Southwest Airlines Co.,14679,SAN,14869,SLC,612,1
WN,Southwest Airlines Co.,14679,SAN,12889,LAS,612,1
WN,Southwest Airlines Co.,14679,SAN,13796,OAK,612,1
WN,Southwest Airlines Co.,14679,SAN,10821,BWI,612,1
WN,Southwest Airlines Co.,14679,SAN,14570,RNO,612,1
WN,Southwest Airlines Co.,14679,SAN,10140,ABQ,612,1
WN,Southwest Airlines Co.,14679,SAN,11259,DAL,612,1
WN,Southwest Airlines Co.,14679,SAN,12191,HOU,612,1
WN,Southwest Airlines Co.,14679,SAN,13495,MSY,612,1
WN,Southwest Airlines Co.,14679,SAN,10693,BNA,612,1
WN,Southwest Airlines Co.,14679,SAN,10397,ATL,612,1
WN,Southwest Airlines Co.,14679,SAN,14831,SJC,612,1
WN,Southwest Airlines Co.,14679,SAN,10849,BZN,612,1
WN,Southwest Airlines Co.,14679,SAN,14107,PHX,612,1
WN,Southwest Airlines Co.,14679,SAN,14771,SFO,612,1
WN,Southwest Airlines Co.,14679,SAN,10423,AUS,612,1
WN,Southwest Airlines Co.,14679,SAN,13232,MDW,612,1
WN,Southwest Airlines Co.,14679,SAN,15376,TUS,612,1
WN,Southwest Airlines Co.,14679,SAN,13198,MCI,612,1
WN,Southwest Airlines Co.,11481,ECP,15016,STL,612,1
WN,Southwest Airlines Co.,11481,ECP,11292,DEN,612,1
WN,Southwest Airlines Co.,11481,ECP,10599,BHM,612,1
WN,Southwest Airlines Co.,11481,ECP,11259,DAL,612,1
WN,Southwest Airlines Co.,11481,ECP,12191,HOU,612,1
WN,Southwest Airlines Co.,11481,ECP,10693,BNA,612,1
WN,Southwest Airlines Co.,11481,ECP,10397,ATL,612,1
WN,Southwest Airlines Co.,12451,JAX,15016,STL,612,1
WN,Southwest Airlines Co.,12451,JAX,11292,DEN,612,1
WN,Southwest Airlines Co.,12451,JAX,10821,BWI,612,1
WN,Southwest Airlines Co.,12451,JAX,12191,HOU,612,1
WN,Southwest Airlines Co.,12451,JAX,10693,BNA,612,1
WN,Southwest Airlines Co.,12451,JAX,10397,ATL,612,1
WN,Southwest Airlines Co.,12451,JAX,13232,MDW,612,1
WN,Southwest Airlines Co.,12451,JAX,11278,DCA,612,1
WN,Southwest Airlines Co.,10821,BWI,11042,CLE,612,1
WN,Southwest Airlines Co.,10821,BWI,11433,DTW,612,1
WN,Southwest Airlines Co.,10821,BWI,11193,CVG,612,1
WN,Southwest Airlines Co.,10821,BWI,10792,BUF,612,1
WN,Southwest Airlines Co.,10821,BWI,13303,MIA,612,1
WN,Southwest Airlines Co.,10821,BWI,15624,VPS,612,1
WN,Southwest Airlines Co.,10821,BWI,13930,ORD,612,1
WN,Southwest Airlines Co.,10821,BWI,15016,STL,612,1
WN,Southwest Airlines Co.,10821,BWI,14683,SAT,612,1
WN,Southwest Airlines Co.,10821,BWI,11066,CMH,612,1
WN,Southwest Airlines Co.,10821,BWI,15304,TPA,612,1
WN,Southwest Airlines Co.,10821,BWI,11292,DEN,612,1
WN,Southwest Airlines Co.,10821,BWI,14869,SLC,612,1
WN,Southwest Airlines Co.,10821,BWI,12889,LAS,612,1
WN,Southwest Airlines Co.,10821,BWI,14679,SAN,612,1
WN,Southwest Airlines Co.,10821,BWI,12451,JAX,612,1
WN,Southwest Airlines Co.,10821,BWI,11996,GSP,612,1
WN,Southwest Airlines Co.,10821,BWI,15096,SYR,612,1
WN,Southwest Airlines Co.,10821,BWI,13487,MSP,612,1
WN,Southwest Airlines Co.,10821,BWI,13342,MKE,612,1
WN,Southwest Airlines Co.,10821,BWI,10140,ABQ,612,1
WN,Southwest Airlines Co.,10821,BWI,11057,CLT,612,1
WN,Southwest Airlines Co.,10821,BWI,13577,MYR,612,1
WN,Southwest Airlines Co.,10821,BWI,13931,ORF,612,1
WN,Southwest Airlines Co.,10821,BWI,13244,MEM,612,1
WN,Southwest Airlines Co.,10821,BWI,12339,IND,612,1
WN,Southwest Airlines Co.,10821,BWI,10599,BHM,612,1
WN,Southwest Airlines Co.,10821,BWI,11259,DAL,612,1
WN,Southwest Airlines Co.,10821,BWI,12391,ISP,612,1
WN,Southwest Airlines Co.,10821,BWI,14492,RDU,612,1
WN,Southwest Airlines Co.,10821,BWI,12191,HOU,612,1
WN,Southwest Airlines Co.,10821,BWI,14307,PVD,612,1
WN,Southwest Airlines Co.,10821,BWI,13495,MSY,612,1
WN,Southwest Airlines Co.,10821,BWI,14122,PIT,612,1
WN,Southwest Airlines Co.,10821,BWI,10529,BDL,612,1
WN,Southwest Airlines Co.,10821,BWI,10693,BNA,612,1
WN,Southwest Airlines Co.,10821,BWI,12953,LGA,612,1
WN,Southwest Airlines Co.,10821,BWI,10397,ATL,612,1
WN,Southwest Airlines Co.,10821,BWI,12892,LAX,612,1
WN,Southwest Airlines Co.,10821,BWI,11697,FLL,612,1
WN,Southwest Airlines Co.,10821,BWI,10721,BOS,612,1
WN,Southwest Airlines Co.,10821,BWI,14107,PHX,612,1
WN,Southwest Airlines Co.,10821,BWI,14843,SJU,612,1
WN,Southwest Airlines Co.,10821,BWI,10423,AUS,612,1
WN,Southwest Airlines Co.,10821,BWI,13232,MDW,612,1
WN,Southwest Airlines Co.,10821,BWI,14986,SRQ,612,1
WN,Southwest Airlines Co.,10821,BWI,13198,MCI,612,1
WN,Southwest Airlines Co.,10821,BWI,11278,DCA,612,1
WN,Southwest Airlines Co.,10821,BWI,14635,RSW,612,1
WN,Southwest Airlines Co.,10821,BWI,13204,MCO,612,1
WN,Southwest Airlines Co.,10821,BWI,10994,CHS,612,1
WN,Southwest Airlines Co.,10821,BWI,13296,MHT,612,1
WN,Southwest Airlines Co.,10821,BWI,14027,PBI,612,1
WN,Southwest Airlines Co.,10821,BWI,14576,ROC,612,1
WN,Southwest Airlines Co.,10821,BWI,14730,SDF,612,1
WN,Southwest Airlines Co.,10821,BWI,11986,GRR,612,1
WN,Southwest Airlines Co.,10821,BWI,14321,PWM,612,1
WN,Southwest Airlines Co.,10821,BWI,14685,SAV,612,1
WN,Southwest Airlines Co.,10821,BWI,10257,ALB,612,1
WN,Southwest Airlines Co.,10821,BWI,12448,JAN,612,1
WN,Southwest Airlines Co.,11996,GSP,10821,BWI,612,1
WN,Southwest Airlines Co.,11996,GSP,12191,HOU,612,1
WN,Southwest Airlines Co.,11996,GSP,10397,ATL,612,1
WN,Southwest Airlines Co.,15096,SYR,10821,BWI,612,1
WN,Southwest Airlines Co.,15096,SYR,13204,MCO,612,1
WN,Southwest Airlines Co.,13487,MSP,15016,STL,612,1
WN,Southwest Airlines Co.,13487,MSP,11292,DEN,612,1
WN,Southwest Airlines Co.,13487,MSP,10821,BWI,612,1
WN,Southwest Airlines Co.,13487,MSP,11259,DAL,612,1
WN,Southwest Airlines Co.,13487,MSP,12191,HOU,612,1
WN,Southwest Airlines Co.,13487,MSP,10693,BNA,612,1
WN,Southwest Airlines Co.,13487,MSP,14107,PHX,612,1
WN,Southwest Airlines Co.,13487,MSP,14771,SFO,612,1
WN,Southwest Airlines Co.,13487,MSP,10423,AUS,612,1
WN,Southwest Airlines Co.,13487,MSP,13232,MDW,612,1
WN,Southwest Airlines Co.,13487,MSP,14635,RSW,612,1
WN,Southwest Airlines Co.,13487,MSP,13204,MCO,612,1
WN,Southwest Airlines Co.,11884,GEG,14893,SMF,612,1
WN,Southwest Airlines Co.,11884,GEG,11292,DEN,612,1
WN,Southwest Airlines Co.,11884,GEG,12889,LAS,612,1
WN,Southwest Airlines Co.,11884,GEG,13796,OAK,612,1
WN,Southwest Airlines Co.,11884,GEG,14831,SJC,612,1
WN,Southwest Airlines Co.,11884,GEG,14107,PHX,612,1
WN,Southwest Airlines Co.,11603,EUG,12889,LAS,612,1
WN,Southwest Airlines Co.,11603,EUG,13796,OAK,612,1
WN,Southwest Airlines Co.,14570,RNO,12954,LGB,612,1
WN,Southwest Airlines Co.,14570,RNO,11292,DEN,612,1
WN,Southwest Airlines Co.,14570,RNO,12889,LAS,612,1
WN,Southwest Airlines Co.,14570,RNO,13796,OAK,612,1
WN,Southwest Airlines Co.,14570,RNO,14679,SAN,612,1
WN,Southwest Airlines Co.,14570,RNO,12191,HOU,612,1
WN,Southwest Airlines Co.,14570,RNO,12892,LAX,612,1
WN,Southwest Airlines Co.,14570,RNO,14831,SJC,612,1
WN,Southwest Airlines Co.,14570,RNO,14107,PHX,612,1
WN,Southwest Airlines Co.,14570,RNO,10800,BUR,612,1
WN,Southwest Airlines Co.,14570,RNO,14908,SNA,612,1
WN,Southwest Airlines Co.,14747,SEA,15016,STL,612,1
WN,Southwest Airlines Co.,14747,SEA,13891,ONT,612,1
WN,Southwest Airlines Co.,14747,SEA,14893,SMF,612,1
WN,Southwest Airlines Co.,14747,SEA,11292,DEN,612,1
WN,Southwest Airlines Co.,14747,SEA,12889,LAS,612,1
WN,Southwest Airlines Co.,14747,SEA,13796,OAK,612,1
WN,Southwest Airlines Co.,14747,SEA,11259,DAL,612,1
WN,Southwest Airlines Co.,14747,SEA,14831,SJC,612,1
WN,Southwest Airlines Co.,14747,SEA,14107,PHX,612,1
WN,Southwest Airlines Co.,14747,SEA,13232,MDW,612,1
WN,Southwest Airlines Co.,14057,PDX,15016,STL,612,1
WN,Southwest Airlines Co.,14057,PDX,14262,PSP,612,1
WN,Southwest Airlines Co.,14057,PDX,14893,SMF,612,1
WN,Southwest Airlines Co.,14057,PDX,11292,DEN,612,1
WN,Southwest Airlines Co.,14057,PDX,12889,LAS,612,1
WN,Southwest Airlines Co.,14057,PDX,13796,OAK,612,1
WN,Southwest Airlines Co.,14057,PDX,11259,DAL,612,1
WN,Southwest Airlines Co.,14057,PDX,14831,SJC,612,1
WN,Southwest Airlines Co.,14057,PDX,14107,PHX,612,1
WN,Southwest Airlines Co.,14057,PDX,10423,AUS,612,1
WN,Southwest Airlines Co.,14057,PDX,13232,MDW,612,1
WN,Southwest Airlines Co.,14057,PDX,13198,MCI,612,1
WN,Southwest Airlines Co.,12896,LBB,12889,LAS,612,1
WN,Southwest Airlines Co.,12896,LBB,11259,DAL,612,1
WN,Southwest Airlines Co.,12896,LBB,10423,AUS,612,1
WN,Southwest Airlines Co.,13158,MAF,11292,DEN,612,1
WN,Southwest Airlines Co.,13158,MAF,12889,LAS,612,1
WN,Southwest Airlines Co.,13158,MAF,11259,DAL,612,1
WN,Southwest Airlines Co.,13158,MAF,12191,HOU,612,1
