UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,AIRCRAFT_TYPE,MONTH
04Q,Tradewind Aviation,13535,MVL,12197,HPN,479,1
04Q,Tradewind Aviation,12197,HPN,13535,MVL,479,1
04Q,Tradewind Aviation,14648,RUT,14182,PNE,479,1
04Q,Tradewind Aviation,12932,LEB,12197,HPN,479,1
04Q,Tradewind Aviation,15024,STT,14843,SJU,479,1
04Q,Tradewind Aviation,10154,ACK,13398,MMU,479,1
04Q,Tradewind Aviation,10154,ACK,12197,HPN,479,1
04Q,Tradewind Aviation,10154,ACK,15167,TEB,479,1
04Q,Tradewind Aviation,11728,FOK,11842,GAI,479,1
04Q,Tradewind Aviation,11842,GAI,12197,HPN,479,1
04Q,Tradewind Aviation,13398,MMU,10154,ACK,479,1
04Q,Tradewind Aviation,13535,MVL,12250,HYA,479,1
04Q,Tradewind Aviation,13535,MVL,12197,HPN,479,1
04Q,Tradewind Aviation,13541,MVY,10540,BED,479,1
04Q,Tradewind Aviation,13541,MVY,12197,HPN,479,1
04Q,Tradewind Aviation,13541,MVY,15167,TEB,479,1
04Q,Tradewind Aviation,13987,OXC,15096,SYR,479,1
04Q,Tradewind Aviation,15027,STX,15024,STT,479,1
04Q,Tradewind Aviation,10990,CHO,13398,MMU,479,1
04Q,Tradewind Aviation,15096,SYR,13987,OXC,479,1
04Q,Tradewind Aviation,15096,SYR,11961,GON,479,1
04Q,Tradewind Aviation,10504,BBX,10721,BOS,479,1
04Q,Tradewind Aviation,10975,CGS,12197,HPN,479,1
04Q,Tradewind Aviation,13931,ORF,15167,TEB,479,1
04Q,Tradewind Aviation,16520,DE2,12197,HPN,479,1
04Q,Tradewind Aviation,16571,1NY,12197,HPN,479,1
04Q,Tradewind Aviation,14557,RMN,12197,HPN,479,1
04Q,Tradewind Aviation,15054,SVH,14557,RMN,479,1
04Q,Tradewind Aviation,15427,UBF,13535,MVL,479,1
04Q,Tradewind Aviation,15879,WVL,14307,PVD,479,1
04Q,Tradewind Aviation,15626,VQS,14843,SJU,479,1
04Q,Tradewind Aviation,14307,PVD,12197,HPN,479,1
04Q,Tradewind Aviation,14307,PVD,15167,TEB,479,1
04Q,Tradewind Aviation,12264,IAD,12197,HPN,479,1
04Q,Tradewind Aviation,12264,IAD,15167,TEB,479,1
04Q,Tradewind Aviation,12264,IAD,10257,ALB,479,1
04Q,Tradewind Aviation,11961,GON,15096,SYR,479,1
04Q,Tradewind Aviation,14112,PIE,14843,SJU,479,1
04Q,Tradewind Aviation,10540,BED,13541,MVY,479,1
04Q,Tradewind Aviation,11697,FLL,14112,PIE,479,1
04Q,Tradewind Aviation,12197,HPN,10792,BUF,479,1
04Q,Tradewind Aviation,12197,HPN,14648,RUT,479,1
04Q,Tradewind Aviation,12197,HPN,14539,RKD,479,1
04Q,Tradewind Aviation,12197,HPN,13541,MVY,479,1
04Q,Tradewind Aviation,12197,HPN,13535,MVL,479,1
04Q,Tradewind Aviation,12197,HPN,10154,ACK,479,1
04Q,Tradewind Aviation,12197,HPN,12932,LEB,479,1
04Q,Tradewind Aviation,12197,HPN,10975,CGS,479,1
04Q,Tradewind Aviation,12197,HPN,16520,DE2,479,1
04Q,Tradewind Aviation,12197,HPN,16571,1NY,479,1
04Q,Tradewind Aviation,12197,HPN,15054,SVH,479,1
04Q,Tradewind Aviation,12197,HPN,12264,IAD,479,1
04Q,Tradewind Aviation,12197,HPN,10721,BOS,479,1
04Q,Tradewind Aviation,12197,HPN,12917,LCK,479,1
04Q,Tradewind Aviation,12197,HPN,10257,ALB,479,1
04Q,Tradewind Aviation,14843,SJU,15024,STT,479,1
04Q,Tradewind Aviation,14843,SJU,15027,STX,479,1
04Q,Tradewind Aviation,14843,SJU,11697,FLL,479,1
04Q,Tradewind Aviation,14843,SJU,13105,LUK,479,1
04Q,Tradewind Aviation,15167,TEB,10154,ACK,479,1
04Q,Tradewind Aviation,12917,LCK,12197,HPN,479,1
04Q,Tradewind Aviation,13105,LUK,14843,SJU,479,1
04Q,Tradewind Aviation,10257,ALB,12197,HPN,479,1
04Q,Tradewind Aviation,12478,JFK,13296,MHT,479,1
04Q,Tradewind Aviation,14696,SBN,12197,HPN,646,1
04Q,Tradewind Aviation,10158,ACY,11996,GSP,646,1
04Q,Tradewind Aviation,12391,ISP,11697,FLL,646,1
04Q,Tradewind Aviation,11376,DPA,10257,ALB,646,1
04Q,Tradewind Aviation,14397,QMA,15167,TEB,646,1
04Q,Tradewind Aviation,15628,VRB,12197,HPN,646,1
04Q,Tradewind Aviation,15628,VRB,14843,SJU,646,1
04Q,Tradewind Aviation,14492,RDU,14100,PHL,646,1
04Q,Tradewind Aviation,14100,PHL,14492,RDU,646,1
04Q,Tradewind Aviation,14307,PVD,10329,APF,646,1
04Q,Tradewind Aviation,10329,APF,11618,EWR,646,1
04Q,Tradewind Aviation,12197,HPN,13487,MSP,646,1
04Q,Tradewind Aviation,12197,HPN,14696,SBN,646,1
04Q,Tradewind Aviation,12197,HPN,13577,MYR,646,1
04Q,Tradewind Aviation,12197,HPN,14938,SOP,646,1
04Q,Tradewind Aviation,14843,SJU,11697,FLL,646,1
04Q,Tradewind Aviation,14843,SJU,15167,TEB,646,1
04Q,Tradewind Aviation,14843,SJU,12323,ILM,646,1
04Q,Tradewind Aviation,15167,TEB,14397,QMA,646,1
04Q,Tradewind Aviation,10257,ALB,11376,DPA,646,1
04Q,Tradewind Aviation,10994,CHS,12197,HPN,646,1
04Q,Tradewind Aviation,12323,ILM,12264,IAD,646,1
04Q,Tradewind Aviation,12323,ILM,12197,HPN,646,1
04Q,Tradewind Aviation,14027,PBI,14100,PHL,646,1
04Q,Tradewind Aviation,14027,PBI,15167,TEB,646,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13930,ORD,12191,HOU,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13930,ORD,10540,BED,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13930,ORD,10849,BZN,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13930,ORD,14107,PHX,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,STL,13487,MSP,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,STL,13367,MLI,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14683,SAT,12191,HOU,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,12206,HRL,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15412,TYS,14730,SDF,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,13303,MIA,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,13930,ORD,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,10466,AZA,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11618,EWR,14057,PDX,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11150,CSG,10185,AEX,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11540,ELP,11193,CVG,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11540,ELP,12892,LAX,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11540,ELP,12206,HRL,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11540,ELP,13184,MBS,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14696,SBN,13871,OMA,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14696,SBN,10590,IFP,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11995,GSO,11193,CVG,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11995,GSO,13303,MIA,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11995,GSO,13930,ORD,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11995,GSO,11259,DAL,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11267,DAY,11433,DTW,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11267,DAY,10590,IFP,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13871,OMA,10590,IFP,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13871,OMA,11775,FSD,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15295,TOL,14696,SBN,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15295,TOL,14524,RIC,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13244,MEM,11193,CVG,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15304,TPA,11259,DAL,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11292,DEN,11433,DTW,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11292,DEN,10590,IFP,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14869,SLC,11193,CVG,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14869,SLC,11259,DAL,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14869,SLC,12892,LAX,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12889,LAS,11066,CMH,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13796,OAK,12892,LAX,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14679,SAN,11193,CVG,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14679,SAN,14679,SAN,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10559,BFI,13930,ORD,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,13303,MIA,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,12954,LGB,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,10185,AEX,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,11540,ELP,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,14869,SLC,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,13796,OAK,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,10466,AZA,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,12206,HRL,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",16091,YIP,13303,MIA,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",16091,YIP,12892,LAX,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13487,MSP,11193,CVG,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13487,MSP,11292,DEN,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13487,MSP,13487,MSP,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13487,MSP,10590,IFP,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13487,MSP,11977,GRB,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10590,IFP,15016,STL,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10590,IFP,14683,SAT,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10590,IFP,15412,TYS,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10590,IFP,11267,DAY,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10590,IFP,13871,OMA,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10590,IFP,13487,MSP,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10590,IFP,14570,RNO,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10590,IFP,14057,PDX,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10590,IFP,13076,LSE,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10590,IFP,11977,GRB,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10590,IFP,11637,FAR,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10590,IFP,13342,MKE,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10590,IFP,11867,GCK,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10590,IFP,14696,SBN,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10590,IFP,14288,PUB,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10590,IFP,13198,MCI,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10590,IFP,14730,SDF,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10590,IFP,11775,FSD,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10590,IFP,11986,GRR,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10590,IFP,13851,OKC,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10590,IFP,12992,LIT,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10590,IFP,13184,MBS,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10590,IFP,10627,BIS,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10590,IFP,13367,MLI,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14570,RNO,11433,DTW,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14570,RNO,11193,CVG,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14570,RNO,10590,IFP,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14570,RNO,13485,MSN,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14570,RNO,12191,HOU,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14570,RNO,14107,PHX,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14747,SEA,10590,IFP,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14057,PDX,14747,SEA,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14057,PDX,13232,MDW,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11123,CPS,11618,EWR,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14783,SGF,10590,IFP,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14783,SGF,13198,MCI,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13076,LSE,10590,IFP,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13076,LSE,13485,MSN,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11977,GRB,10590,IFP,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11977,GRB,11823,FWA,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11980,GRI,14570,RNO,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11637,FAR,10590,IFP,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11637,FAR,13433,MOT,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13342,MKE,11193,CVG,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13342,MKE,11267,DAY,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11867,GCK,11042,CLE,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11867,GCK,10590,IFP,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10158,ACY,11995,GSO,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14288,PUB,11193,CVG,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14288,PUB,10590,IFP,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13485,MSN,13076,LSE,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13485,MSN,13184,MBS,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12339,IND,10540,BED,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11259,DAL,11433,DTW,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11259,DAL,10792,BUF,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11259,DAL,11123,CPS,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11259,DAL,11697,FLL,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11259,DAL,10849,BZN,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12191,HOU,14869,SLC,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12191,HOU,14570,RNO,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12191,HOU,15376,TUS,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12191,HOU,12992,LIT,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14100,PHL,13303,MIA,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,BNA,13930,ORD,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10540,BED,12197,HPN,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12892,LAX,11066,CMH,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12892,LAX,11540,ELP,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12892,LAX,10466,AZA,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12892,LAX,14570,RNO,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12892,LAX,14107,PHX,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11697,FLL,15304,TPA,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12197,HPN,13930,ORD,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12197,HPN,11995,GSO,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12197,HPN,12191,HOU,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12197,HPN,10849,BZN,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10849,BZN,13930,ORD,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10849,BZN,10466,AZA,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10849,BZN,11259,DAL,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10849,BZN,10540,BED,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10849,BZN,12197,HPN,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14107,PHX,12889,LAS,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14107,PHX,14570,RNO,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14107,PHX,12892,LAX,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13433,MOT,13487,MSP,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13433,MOT,10627,BIS,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10268,ALO,10590,IFP,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14771,SFO,10849,BZN,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13232,MDW,11259,DAL,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13198,MCI,10590,IFP,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13198,MCI,11980,GRI,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11775,FSD,10268,ALO,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11986,GRR,15295,TOL,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11986,GRR,10590,IFP,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12206,HRL,13303,MIA,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12206,HRL,15295,TOL,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12206,HRL,10466,AZA,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12992,LIT,14783,SGF,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13204,MCO,11193,CVG,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13851,OKC,10590,IFP,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13851,OKC,11612,EVV,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14524,RIC,10185,AEX,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13184,MBS,11193,CVG,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13184,MBS,13303,MIA,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13184,MBS,10590,IFP,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14730,SDF,11042,CLE,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14730,SDF,10590,IFP,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10627,BIS,10590,IFP,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10627,BIS,13433,MOT,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10685,BMI,10590,IFP,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11612,EVV,11637,FAR,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11612,EVV,13851,OKC,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11823,FWA,10590,IFP,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11982,GRK,10849,BZN,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12954,LGB,11066,CMH,614,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11042,CLE,10158,ACY,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11042,CLE,14952,SPI,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11433,DTW,11193,CVG,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11433,DTW,10792,BUF,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11433,DTW,14683,SAT,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11433,DTW,11995,GSO,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11433,DTW,11834,FYV,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11433,DTW,10693,BNA,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11433,DTW,10540,BED,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,11433,DTW,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,11193,CVG,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,11067,CMI,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,11995,GSO,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,13871,OMA,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,14869,SLC,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,13487,MSP,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,13342,MKE,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,10158,ACY,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,10529,BDL,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,15370,TUL,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,13232,MDW,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,13204,MCO,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,12544,USA,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10792,BUF,14869,SLC,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10792,BUF,10683,BMG,617,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10792,BUF,14307,PVD,617,1
